Movie_ID,Genre,Duration,IMDb_Rating,Votes,User_Liked
835,Thriller,98,6.9,16478,1
836,Romance,111,8.3,778,1
837,Comedy,88,5.3,30740,1
838,Comedy,91,5.9,33856,0
839,Drama,90,4.2,29877,0
840,Drama,125,9.3,26283,1
841,Thriller,95,7.7,27545,0
842,Thriller,80,9.1,1602,0
843,Action,142,5.5,21765,0
844,Action,100,7.4,16298,1
845,Thriller,109,7.7,21511,1
846,Thriller,92,5.7,15967,1
847,Romance,113,8.7,14366,1
848,Drama,83,9.2,39522,1
849,Action,107,8.9,35308,1
850,Drama,174,8.1,43102,0
851,Drama,138,5.5,,0
852,Thriller,,5.5,7467,1
853,Romance,148,9.3,13590,1
854,Comedy,,4.1,35462,1
855,Romance,82,7.9,38385,1
856,Romance,176,7.9,9319,1
857,Drama,147,7.4,6410,0
858,Romance,104,9.4,36407,0
859,Action,99,5.7,29731,0
860,Drama,113,5.9,14844,0
861,Action,105,4.4,19967,1
862,Comedy,84,,18725,0
863,Drama,178,5.4,6478,0
864,Comedy,140,5.9,19249,1
865,Drama,171,8.6,42233,1
866,Thriller,172,9.1,11522,0
867,Romance,88,5,28026,0
868,Thriller,129,6,37779,1
869,Comedy,85,9.1,33271,1
870,Romance,162,4.3,13280,1
871,Drama,139,4.5,27401,1
872,Romance,123,4.9,37031,1
873,Action,90,7.3,24114,1
874,Romance,145,4.8,49339,1
875,Action,126,9.3,31036,1
876,Romance,152,6.5,14436,0
877,Action,164,6.8,22300,1
878,Comedy,,5.4,5570,1
879,Thriller,177,6.6,30959,0
880,Drama,165,7.6,15053,1
881,Romance,82,8.1,39144,0
882,Thriller,155,8.1,38607,1
883,Drama,,7.2,27533,1
884,Drama,109,9,26057,1
885,Action,169,8.5,,1
886,Comedy,100,8.2,21487,0
887,Comedy,107,4.3,47861,1
888,Thriller,169,4,31269,1
889,Comedy,141,5.2,45741,1
890,Romance,112,7.6,23090,1
891,Comedy,164,6.3,29761,1
892,Thriller,114,6.2,13519,1
893,Comedy,131,8.9,14557,0
894,Romance,113,8.9,2164,1
895,Action,120,9,,1
896,Thriller,130,5.7,10666,1
897,Action,126,7.8,33185,0
898,Action,161,5.5,31628,0
899,Action,137,5,6230,1
900,Drama,154,5,40287,1
901,Drama,136,5.9,2142,1
902,Action,102,6.4,4698,1
903,Thriller,127,,43082,1
904,Romance,101,4.7,32986,1
905,Romance,96,,33577,0
906,Comedy,148,6.9,48725,1
907,Thriller,90,,28816,0
908,Drama,173,6.7,12701,1
909,Action,94,5.6,36118,1
910,Comedy,170,7.3,8161,1
911,Romance,114,6.4,8709,1
912,Drama,112,4.9,35471,1
913,Drama,163,4.6,44914,1
914,Action,95,7,17585,0
915,Romance,113,9,20905,1
916,Thriller,145,5.9,7957,0
917,Drama,178,8,11720,1
918,Action,119,7.6,8277,0
919,Thriller,107,9.1,30211,0
920,Romance,126,8.5,,1
921,Drama,118,7.1,18745,1
922,Thriller,149,7.6,24505,1
923,Thriller,,8.9,11926,0
924,Thriller,99,6.2,13990,1
925,Drama,80,5.8,16992,0
926,Drama,151,4.1,46698,1
927,Comedy,166,8.5,9584,1
928,Romance,142,8.4,5595,1
929,Action,146,4.6,28581,1
930,Thriller,83,7.2,11367,1
931,Comedy,137,,40266,1
932,Action,104,4.7,6843,1
933,Comedy,126,9.4,38039,1
934,Drama,117,5.2,48873,1
935,Thriller,94,4.4,49576,0
936,Action,142,7.3,26669,1
937,Action,100,8.1,28652,1
938,Action,178,4.2,45872,1
939,Action,,7.6,43830,0
940,Action,132,6.9,29048,0
941,Comedy,125,4.6,10875,1
942,Thriller,93,4.9,3657,1
943,Drama,179,7.1,3687,0
944,Drama,155,5.6,16635,1
945,Drama,96,9.2,1054,1
946,Drama,118,8.5,46662,1
947,Comedy,88,9.4,23644,0
948,Romance,178,5.4,33555,0
949,Thriller,156,9.3,41369,1
950,Action,158,6.4,15238,0
951,Romance,161,5.9,42562,0
952,Drama,176,4.3,3227,1
953,Romance,85,4.3,23247,1
954,Thriller,170,7.8,45628,0
955,Action,102,6.5,11659,0
956,Action,138,5.2,47664,0
957,Thriller,170,7.4,3495,0
958,Thriller,177,,25489,1
959,Drama,125,7.2,945,1
960,Action,117,6,34032,1
961,Romance,93,8.5,45822,1
962,Comedy,,8.5,38772,1
963,Comedy,151,6.6,13831,0
964,Thriller,141,5.9,33222,1
965,Drama,114,6,35685,1
966,Comedy,98,8.4,3932,1
967,Action,109,5.8,32432,0
968,Thriller,157,5.1,12567,1
969,Romance,163,4.5,41125,1
970,Thriller,104,6.6,13207,1
971,Romance,119,6.7,12558,0
972,Thriller,167,8.6,28766,1
973,Thriller,93,5.2,43581,1
974,Thriller,105,6.1,2681,1
975,Romance,166,8.4,9682,1
976,Romance,101,8.5,8518,0
977,Thriller,127,6.1,28191,0
978,Comedy,162,6.5,29213,1
979,Drama,130,5.7,18927,1
980,Drama,82,9.1,14519,0
981,Drama,121,4.7,11914,1
982,Romance,98,9.1,33904,1
983,Romance,,7.8,10124,0
984,Comedy,107,6.9,43800,1
985,Drama,163,4.2,7535,1
986,Drama,124,6.6,1648,1
987,Thriller,150,6.2,5165,1
988,Romance,157,4.9,22980,1
989,Drama,142,7.6,3507,0
990,Comedy,152,9.3,33507,1
991,Comedy,98,7.1,33040,0
992,Drama,126,7.9,5766,1
993,Romance,93,4.4,37222,0
994,Comedy,117,6.3,25192,1
995,Thriller,132,4.6,10209,1
996,Comedy,140,,35754,1
997,Action,,9.2,35032,0
998,Action,119,7.6,26605,1
999,Romance,160,4.4,36813,1
1000,Drama,109,6,43269,1
1001,Romance,88,7,7846,0
1002,Romance,143,,,1
1003,Romance,112,8.6,40622,1
1004,Romance,131,8.5,,0
1005,Thriller,168,7.4,38053,1
1006,Thriller,93,,33961,1
1007,Comedy,154,5.4,3980,1
1008,Action,132,4.6,43554,1
1009,Romance,178,6,43639,1
1010,Comedy,138,6.3,43548,1
1011,Action,157,7.7,2885,1
1012,Drama,173,7.6,22549,1
1013,Thriller,120,4.4,14899,1
1014,Action,147,6.2,49148,1
1015,Drama,,5,39407,0
1016,Action,171,4.9,48884,1
1017,Thriller,87,8.6,47598,1
1018,Thriller,81,4.2,43433,0
1019,Comedy,165,6.3,40928,0
1020,Romance,120,4.9,4090,1
1021,Action,134,8.8,19173,1
1022,Action,95,7.1,36963,1
1023,Drama,172,5.3,,1
1024,Thriller,141,6.8,18359,0
1025,Action,127,8,19890,1
1026,Thriller,109,,10079,1
1027,Action,91,5.2,20416,1
1028,Comedy,114,8.9,26283,0
1029,Romance,90,9.1,28424,1
1030,Action,143,9,24724,0
1031,Thriller,129,7.5,38276,1
1032,Comedy,164,7.5,20345,1
1033,Action,100,6.2,46805,1
1034,Drama,148,8.1,23890,0
1035,Romance,127,6.9,26856,1
1036,Action,99,,2933,1
1037,Comedy,146,6.4,5385,1
1038,Drama,123,8,9689,1
1039,Comedy,112,8.5,47576,1
1040,Comedy,152,4.8,14216,1
1041,Drama,140,8.6,7745,1
1042,Comedy,88,7,44886,1
1043,Drama,147,8.6,,0
1044,Action,114,6.4,10989,1
1045,Drama,,6.1,30386,1
1046,Drama,177,9,37645,0
1047,Romance,167,5.4,16094,1
1048,Drama,175,8.6,35603,1
1049,Drama,144,,46479,1
1050,Action,,6.8,24762,1
1051,Romance,124,5.7,39236,0
1052,Thriller,,7.2,26739,1
1053,Action,126,,17305,0
1054,Action,119,4.2,33030,1
1055,Thriller,155,5.5,7877,0
1056,Drama,,4,28415,0
1057,Comedy,155,9.4,47717,1
1058,Romance,125,,27073,1
1059,Comedy,126,6.2,18416,1
1060,Thriller,94,8,27404,1
1061,Action,98,5.9,36403,0
1062,Action,105,7.7,30622,0
1063,Romance,131,8.4,22440,1
1064,Action,172,9.2,19930,0
1065,Action,,6.2,13503,1
1066,Romance,100,8.3,14616,1
1067,Romance,130,5.5,19191,1
1068,Thriller,117,9.4,8059,1
1069,Action,99,4.1,32032,1
1070,Action,108,7.3,30654,1
1071,Thriller,130,7.6,36801,0
1072,Drama,83,7.8,3485,0
1073,Drama,134,4.7,33790,1
1074,Drama,150,9.2,10467,1
1075,Thriller,171,5,46605,1
1076,Action,107,7.4,33432,1
1077,Thriller,83,5.2,19742,0
1078,Thriller,101,5.7,10889,1
1079,Drama,155,7,35368,1
1080,Comedy,124,6.3,21050,0
1081,Action,146,4.9,25663,1
1082,Drama,165,4.9,39749,0
1083,Comedy,145,6.3,36504,1
1084,Comedy,,8.2,33091,1
1085,Romance,113,8.9,39165,1
1086,Action,170,4.5,47763,1
1087,Comedy,134,6.2,450,1
1088,Drama,80,,18412,1
1089,Romance,151,4.1,24227,1
1090,Action,166,7.6,28953,1
1091,Thriller,117,7.3,37600,1
1092,Drama,85,4.9,33885,0
1093,Comedy,165,5.3,18710,1
1094,Comedy,104,4.1,23690,0
1095,Drama,161,8.6,29543,0
1096,Comedy,96,9.4,,1
1097,Romance,140,4.7,7270,1
1098,Action,91,5.3,,0
1099,Romance,85,8.8,6307,1
1100,Comedy,169,9.1,12416,1
1101,Thriller,106,6.3,35287,1
1102,Action,87,4.3,6340,0
1103,Action,162,4.2,1993,1
1104,Drama,144,7.2,13853,1
1105,Drama,136,6.2,38190,1
1106,Thriller,,4.2,11332,0
1107,Action,178,7.2,17609,0
1108,Thriller,119,4.1,3217,1
1109,Drama,93,8.3,37029,1
1110,Drama,114,5.7,48391,0
1111,Action,127,4.2,4142,0
1112,Romance,163,7.2,37301,1
1113,Comedy,135,6.2,26846,0
1114,Drama,128,9.4,14116,1
1115,Drama,92,7,25122,0
1116,Romance,140,5.5,35526,0
1117,Romance,128,7.9,,1
1118,Thriller,125,5.5,,1
1119,Thriller,141,9,35812,1
1120,Comedy,87,6.1,40078,1
1121,Comedy,122,7,8887,1
1122,Action,99,4.3,2086,1
1123,Thriller,176,6.3,11042,0
1124,Drama,169,8.6,17558,1
1125,Thriller,118,8.4,12261,1
1126,Drama,164,5.2,20789,1
1127,Romance,128,5.2,29263,0
1128,Thriller,143,,35875,1
1129,Romance,141,9.1,33837,1
1130,Comedy,133,4.5,8872,1
1131,Comedy,88,6.5,35692,0
1132,Action,,5.9,1311,0
1133,Thriller,116,8.8,329,1
1134,Romance,128,4.5,48642,0
1135,Drama,120,5.2,14445,1
1136,Comedy,96,8.1,36053,1
1137,Comedy,167,4.3,31919,0
1138,Drama,100,,47879,1
1139,Romance,,6.4,16985,1
1140,Romance,138,5.8,26808,1
1141,Thriller,118,6.2,148,0
1142,Thriller,134,6.9,20050,0
1143,Action,120,4.9,15273,1
1144,Comedy,118,7.1,49638,0
1145,Thriller,92,8.4,33837,1
1146,Romance,143,8.2,28136,0
1147,Drama,90,4.8,47421,1
1148,Romance,98,4.8,5920,1
1149,Comedy,90,5.5,14392,1
1150,Romance,156,6,3152,0
1151,Action,125,6.2,44477,1
1152,Comedy,124,7.7,23881,0
1153,Drama,80,4.3,,1
1154,Action,119,4.2,2383,0
1155,Comedy,98,6.2,48253,1
1156,Drama,155,7.8,42667,1
1157,Action,151,5.1,15720,0
1158,Action,151,7.5,30561,1
1159,Comedy,140,5.4,20850,0
1160,Thriller,91,8.9,,1
1161,Action,140,8.9,23283,1
1162,Action,112,5.6,9572,1
1163,Drama,124,5.3,3827,1
1164,Romance,169,6.3,,0
1165,Comedy,171,5.3,25623,1
1166,Comedy,148,7.7,30866,0
1167,Thriller,87,,37826,1
1168,Thriller,104,7.7,624,1
1169,Comedy,170,,9179,1
1170,Thriller,125,6.2,8499,0
1171,Drama,166,4.9,27470,1
1172,Comedy,109,8.1,16632,1
1173,Thriller,126,6,16921,1
1174,Comedy,166,7.7,43262,0
1175,Romance,128,5.5,3849,0
1176,Action,126,4.4,11453,0
1177,Comedy,163,,46877,1
1178,Action,161,4.9,28577,0
1179,Thriller,97,9.4,24670,1
1180,Action,145,9.4,20937,0
1181,Comedy,147,8.4,11537,1
1182,Romance,173,7.6,,1
1183,Thriller,112,7.2,4651,1
1184,Comedy,115,8.8,2923,1
1185,Thriller,161,5.6,13016,0
1186,Drama,98,6.6,15267,0
1187,Action,107,7.4,41545,0
1188,Drama,119,6.3,47736,1
1189,Comedy,163,6.4,8491,1
1190,Romance,176,5.8,12758,1
1191,Thriller,155,7.1,29785,1
1192,Action,94,8.7,23480,1
1193,Thriller,120,5.1,42531,1
1194,Comedy,118,9.1,29019,1
1195,Thriller,81,7.8,2411,0
1196,Action,142,8.5,40093,1
1197,Comedy,,7.1,,1
1198,Thriller,,8.3,43138,1
1199,Romance,145,4.1,,1
1200,Comedy,130,8.5,49856,1
1201,Comedy,154,4.2,48833,0
1202,Romance,156,8.9,38653,1
1203,Drama,89,9.5,26093,1
1204,Action,93,5.6,30592,0
1205,Drama,161,5.2,21081,1
1206,Thriller,130,8.2,24243,1
1207,Romance,152,5.4,12167,1
1208,Drama,118,8.8,24016,0
1209,Comedy,107,4.6,41608,1
1210,Thriller,82,4.7,,1
1211,Thriller,163,9.4,3915,1
1212,Drama,149,7.7,31936,1
1213,Drama,106,8.7,37577,1
1214,Romance,,5.8,37375,1
1215,Action,172,7.7,39443,1
1216,Drama,117,7.3,4873,1
1217,Drama,82,7.3,12546,1
1218,Comedy,95,7.8,30833,0
1219,Thriller,173,7.2,10564,1
1220,Action,119,6.4,48732,1
1221,Comedy,81,5.5,21676,1
1222,Romance,160,8.2,3420,0
1223,Romance,120,5.2,10850,1
1224,Drama,91,7.8,37566,0
1225,Drama,114,5.3,26672,0
1226,Romance,144,7.4,18048,1
1227,Drama,134,8.1,38926,1
1228,Action,124,5.2,23615,1
1229,Drama,158,4.3,27967,0
1230,Thriller,169,,826,1
1231,Drama,164,7.3,25920,0
1232,Comedy,141,8.7,6797,1
1233,Action,128,4.2,44778,1
1234,Comedy,174,8,42125,1
1235,Comedy,104,5.9,13063,1
1236,Thriller,102,6.6,49534,0
1237,Action,103,9.1,1181,1
1238,Action,117,5.8,20369,0
1239,Action,107,6.6,10876,1
1240,Action,100,4.1,31916,1
1241,Action,133,4.4,14296,0
1242,Thriller,97,5.4,42212,1
1243,Drama,115,4.2,16058,1
1244,Comedy,178,7.5,23469,0
1245,Action,124,6.3,11789,0
1246,Drama,152,7,17431,0
1247,Drama,132,5,37628,1
1248,Comedy,109,5.6,13536,1
1249,Thriller,139,7.7,166,0
1250,Romance,177,9.3,30825,0
1251,Romance,111,4.3,25312,1
1252,Drama,146,8.9,33432,1
1253,Comedy,146,7.2,,1
1254,Romance,107,,13493,1
1255,Drama,,6.8,3770,0
1256,Thriller,158,4.4,25701,1
1257,Romance,120,4.5,2351,1
1258,Drama,142,7.3,45817,0
1259,Drama,102,,33672,1
1260,Action,154,9,27127,1
1261,Thriller,,6.2,31946,1
1262,Action,111,4.8,21115,0
1263,Comedy,136,7.9,9683,1
1264,Action,179,5.6,23204,1
1265,Action,112,6.9,12324,1
1266,Romance,103,7.8,38884,1
1267,Drama,118,,30936,0
1268,Thriller,113,8.4,29399,0
1269,Action,135,7.7,13136,1
1270,Thriller,107,7.7,20033,0
1271,Action,116,,12492,1
1272,Comedy,86,5.6,8038,1
1273,Action,147,4,4241,1
1274,Romance,116,5.5,23450,1
1275,Drama,135,5.2,9646,1
1276,Comedy,144,7.6,5435,0
1277,Action,144,7.5,5177,1
1278,Thriller,126,7.3,46115,1
1279,Comedy,99,4.1,5711,1
1280,Comedy,98,8,40957,0
1281,Action,108,5.8,35760,1
1282,Comedy,153,7.7,5677,0
1283,Thriller,139,7.1,20102,0
1284,Comedy,97,5.9,39551,0
1285,Thriller,171,4.7,34375,1
1286,Action,114,4.5,49203,0
1287,Drama,122,8.6,28747,0
1288,Comedy,174,9.1,34931,0
1289,Drama,170,7.6,34868,0
1290,Thriller,90,4.6,31062,1
1291,Comedy,128,6.2,48434,0
1292,Romance,117,8,29683,0
1293,Drama,143,8.3,,1
1294,Comedy,,4.7,15196,1
1295,Drama,87,4,36933,1
1296,Comedy,113,7.9,46958,1
1297,Action,127,6,27428,0
1298,Drama,135,5.4,24498,1
1299,Romance,155,4.1,17806,0
1300,Romance,144,7,22440,1
1301,Thriller,110,8.7,18925,1
1302,Comedy,83,9.3,17582,0
1303,Drama,129,7.1,9418,1
1304,Thriller,148,6.8,41356,1
1305,Drama,109,4.5,44109,1
1306,Comedy,,7,,1
1307,Romance,138,,15674,1
1308,Action,146,7.3,48170,0
1309,Romance,154,6.1,14750,0
1310,Thriller,124,5.3,,1
1311,Action,83,4.5,29030,1
1312,Thriller,105,5.7,20271,1
1313,Comedy,106,4.5,34964,1
1314,Action,125,5,11901,1
1315,Thriller,143,9.4,22472,1
1316,Comedy,170,6.4,16659,1
1317,Romance,130,6.9,,1
1318,Comedy,129,8.8,40037,1
1319,Drama,,9.5,13388,1
1320,Comedy,138,7.2,22498,1
1321,Comedy,94,8.5,10794,0
1322,Drama,109,5.8,12291,1
1323,Thriller,121,5.7,18151,1
1324,Thriller,116,6.2,10837,1
1325,Comedy,121,7.7,25351,1
1326,Drama,114,7.8,5247,1
1327,Drama,166,5.7,19743,0
1328,Romance,85,4.7,39067,1
1329,Thriller,147,7.5,33414,1
1330,Action,97,4.7,38099,1
1331,Thriller,152,7.2,40833,0
1332,Thriller,108,7.8,18567,1
1333,Romance,156,7.9,34908,1
1334,Action,138,8.1,1852,1
1335,Romance,126,8.8,1949,1
1336,Action,96,6.7,2742,1
1337,Comedy,175,8,1700,1
1338,Action,101,7.4,46819,1
1339,Romance,147,5,20886,1
1340,Thriller,148,4.1,44665,0
1341,Action,116,,20283,1
1342,Action,128,6.4,49870,1
1343,Drama,92,7.4,1232,1
1344,Thriller,113,8.7,38359,1
1345,Comedy,165,5.1,,0
1346,Romance,132,4.7,38663,0
1347,Comedy,166,9.3,26791,1
1348,Thriller,130,4.6,43399,0
1349,Action,82,6.6,11031,1
1350,Action,121,7.2,7733,1
1351,Thriller,177,7,37877,1
1352,Action,111,4.5,34981,0
1353,Action,,4.3,1144,0
1354,Action,164,4.6,46791,1
1355,Romance,125,7.2,35299,1
1356,Romance,100,,24463,1
1357,Drama,123,5.3,46794,1
1358,Comedy,90,7.5,1682,1
1359,Thriller,147,8.5,14474,1
1360,Thriller,80,4.2,1408,1
1361,Thriller,171,6.7,21401,1
1362,Drama,142,7.8,8893,0
1363,Romance,,5.4,1720,0
1364,Drama,,5.7,29983,1
1365,Thriller,92,7.4,37634,1
1366,Comedy,177,8.9,38060,0
1367,Action,90,8.5,39490,0
1368,Romance,179,7.2,6193,1
1369,Romance,130,8,49352,0
1370,Drama,96,6,22359,1
1371,Romance,178,7.5,20755,1
1372,Thriller,161,6.6,33105,1
1373,Thriller,165,5,31729,1
1374,Drama,103,7.9,23710,1
1375,Thriller,98,7.1,21702,1
1376,Comedy,116,6,20509,1
1377,Drama,164,9,11210,1
1378,Comedy,87,4.1,,1
1379,Action,107,5.7,35410,0
1380,Comedy,84,4.3,15382,0
1381,Action,96,8.2,10295,0
1382,Action,115,7.9,1637,0
1383,Comedy,98,5.8,17238,1
1384,Drama,143,7.7,44428,1
1385,Thriller,170,6.2,46302,1
1386,Thriller,177,8.2,40264,1
1387,Action,90,6.5,24307,1
1388,Action,133,6.3,20719,1
1389,Drama,124,9.1,,1
1390,Romance,126,5.4,24945,0
1391,Comedy,,4.7,24410,0
1392,Action,100,7.2,37999,1
1393,Thriller,90,9.3,30662,1
1394,Drama,171,6.1,28136,0
1395,Comedy,,4.3,8797,0
1396,Drama,160,5.9,,1
1397,Comedy,135,6.8,43139,0
1398,Comedy,99,4.9,3245,1
1399,Action,120,7.6,27918,1
1400,Drama,125,9.5,30644,1
1401,Drama,91,6.5,13200,1
1402,Thriller,149,6,20204,1
1403,Thriller,96,,4167,1
1404,Action,98,4.6,37063,1
1405,Action,105,8.9,30828,1
1406,Romance,127,6.3,32417,0
1407,Thriller,131,6.1,31516,1
1408,Comedy,175,7.6,42112,1
1409,Drama,149,6.4,40149,1
1410,Action,134,7.6,2609,1
1411,Drama,179,4.3,21500,1
1412,Drama,154,,48370,0
1413,Romance,,9.2,6633,1
1414,Thriller,141,7.6,49933,1
1415,Action,167,9.3,14770,1
1416,Drama,102,4.8,4032,1
1417,Action,,,47463,0
1418,Comedy,106,7.3,45909,1
1419,Romance,154,7.2,38428,0
1420,Comedy,143,6.2,36884,1
1421,Action,160,5.9,23823,1
1422,Action,130,4.7,819,0
1423,Thriller,132,6.2,174,1
1424,Drama,157,,26598,0
1425,Drama,170,8,31445,0
1426,Comedy,161,5.1,20641,1
1427,Romance,171,,46029,1
1428,Drama,130,7,35017,1
1429,Thriller,126,7.3,26128,1
1430,Comedy,83,8.8,29645,1
1431,Comedy,86,7.2,,1
1432,Thriller,114,5.9,31773,0
1433,Romance,127,8.4,31074,0
1434,Thriller,152,7,23197,1
1435,Romance,151,4.4,37075,1
1436,Thriller,124,7.1,27708,1
1437,Thriller,160,9,23625,1
1438,Action,160,6.2,15143,1
1439,Comedy,176,5.6,41946,0
1440,Thriller,175,4.8,,0
1441,Thriller,151,,36804,1
1442,Drama,98,,42175,1
1443,Comedy,142,7.3,37483,1
1444,Drama,117,4.4,29583,0
1445,Comedy,146,9.2,7365,1
1446,Drama,138,8.2,22863,0
1447,Thriller,148,7.2,10216,0
1448,Thriller,92,8.6,15833,1
1449,Action,126,4.4,46760,0
1450,Drama,140,6.6,25602,1
1451,Romance,110,7.5,,0
1452,Action,159,8.6,43341,1
1453,Drama,175,8.3,9347,1
1454,Drama,101,5.5,23940,1
1455,Action,172,9.2,21158,1
1456,Thriller,165,4.7,49793,0
1457,Drama,122,8.8,35029,1
1458,Thriller,146,9.3,18735,1
1459,Action,133,5,25728,0
1460,Thriller,89,,31462,1
1461,Comedy,121,4.2,21053,0
1462,Romance,143,6.2,19228,1
1463,Drama,100,6.8,,1
1464,Romance,159,7.2,12161,0
1465,Thriller,155,9.1,6141,1
1466,Drama,145,7.7,12773,1
1467,Thriller,120,6.6,21159,1
1468,Comedy,103,8.5,,1
1469,Action,114,9.2,44822,1
1470,Drama,135,4.1,17648,1
1471,Comedy,109,9.4,15178,1
1472,Comedy,136,4.5,5519,0
1473,Drama,173,8.5,35590,1
1474,Thriller,126,5.5,10650,1
1475,Comedy,114,4.7,49722,1
1476,Romance,98,6.4,30437,1
1477,Comedy,87,7.5,1568,1
1478,Thriller,105,6.1,24409,1
1479,Thriller,150,4.3,908,1
1480,Romance,109,7.3,24847,1
1481,Comedy,86,9,6819,1
1482,Thriller,146,6.1,16463,1
1483,Drama,144,5.2,28818,1
1484,Action,115,6.4,28901,1
1485,Action,104,4.3,43459,0
1486,Action,116,8.5,37941,1
1487,Comedy,80,8.5,8112,1
1488,Romance,94,7.2,18129,0
1489,Thriller,,5.9,46760,0
1490,Drama,92,8.4,41117,1
1491,Drama,,7.1,48015,1
1492,Comedy,84,8.5,867,1
1493,Action,139,7.5,3995,0
1494,Comedy,152,8.3,43068,0
1495,Romance,80,7.3,40197,1
1496,Romance,115,6.3,15432,1
1497,Thriller,114,9.3,14721,0
1498,Thriller,145,7,11434,1
1499,Romance,142,7.3,18274,1
1500,Romance,102,5.2,33753,0
1501,Romance,88,7.4,40602,0
1502,Comedy,113,7.1,36774,0
1503,Romance,125,5,37360,1
1504,Drama,157,4.3,42598,1
1505,Action,83,7.3,2173,1
1506,Romance,109,8.2,49564,1
1507,Action,174,6.9,6369,1
1508,Comedy,154,5.2,17294,1
1509,Action,178,7.7,26911,1
1510,Comedy,151,4.4,6941,0
1511,Drama,82,6.4,43823,1
1512,Comedy,93,4.9,34900,1
1513,Comedy,139,5,9799,1
1514,Thriller,156,5.1,45605,1
1515,Romance,124,,10862,0
1516,Romance,175,4.3,39997,1
1517,Drama,113,6.2,41656,1
1518,Drama,124,6.8,2247,1
1519,Romance,140,6.7,33483,1
1520,Thriller,162,6.1,33815,1
1521,Romance,,8.6,38545,1
1522,Thriller,145,4.8,40734,1
1523,Drama,119,6.8,2113,1
1524,Action,96,4.3,20181,1
1525,Drama,113,4.4,16974,1
1526,Drama,95,7.2,37855,1
1527,Comedy,139,,8833,1
1528,Comedy,145,8.8,9579,0
1529,Comedy,145,7.1,9925,0
1530,Comedy,169,9.3,21404,1
1531,Thriller,92,4.3,35794,1
1532,Romance,135,4.5,40150,1
1533,Action,110,4.2,15735,1
1534,Drama,113,5,48715,0
1535,Thriller,118,7,20860,1
1536,Action,146,7.6,9590,1
1537,Thriller,87,4.3,,1
1538,Thriller,166,,39854,1
1539,Drama,,,6962,1
1540,Romance,134,5.6,45027,0
1541,Comedy,106,4.4,4523,1
1542,Romance,172,4.9,10550,0
1543,Drama,132,,41027,1
1544,Drama,118,4.7,34941,1
1545,Drama,144,,22654,1
1546,Action,96,5.4,49953,1
1547,Romance,109,6,31926,1
1548,Romance,132,9.4,42979,1
1549,Thriller,92,7.8,6925,0
1550,Thriller,100,9.2,43520,1
1551,Thriller,98,4.8,,1
1552,Drama,132,6.1,24351,1
1553,Romance,98,7.1,20748,1
1554,Drama,136,4.4,40836,0
1555,Action,,4,24630,0
1556,Thriller,165,7.7,12616,1
1557,Drama,110,,47158,1
1558,Drama,160,6.3,40644,1
1559,Action,,6.7,8658,1
1560,Comedy,102,6.3,8819,0
1561,Romance,111,4.1,4986,1
1562,Comedy,141,5.8,28285,0
1563,Thriller,153,5,37487,1
1564,Drama,89,4.5,21675,0
1565,Action,179,9.3,46824,1
1566,Action,151,7.3,43213,0
1567,Romance,133,8,39743,1
1568,Comedy,131,5.7,10200,1
1569,Romance,99,6.2,7956,1
1570,Drama,111,5.3,38269,1
1571,Romance,93,4.5,28904,1
1572,Action,129,,35890,0
1573,Action,107,8.4,31088,1
1574,Thriller,132,7.7,44543,1
1575,Thriller,103,7,11012,0
1576,Drama,158,6.6,38606,0
1577,Comedy,101,9.1,47994,1
1578,Romance,109,4.4,22468,1
1579,Drama,142,5.5,1870,1
1580,Thriller,83,5.9,,1
1581,Romance,,8.3,10069,0
1582,Thriller,138,9.5,12504,0
1583,Romance,166,,9089,1
1584,Comedy,87,8.8,36083,0
1585,Drama,161,8.6,44848,1
1586,Romance,91,5.2,39562,1
1587,Action,110,6.2,19460,0
1588,Action,157,6.3,,1
1589,Romance,,9.4,26387,0
1590,Romance,161,5,43529,1
1591,Romance,177,8.4,34260,0
1592,Action,154,5.8,6889,1
1593,Action,155,8,27281,1
1594,Romance,128,6.3,,1
1595,Thriller,158,7.2,17161,1
1596,Thriller,136,8.6,205,0
1597,Comedy,174,8.4,44347,1
1598,Drama,172,8.8,21237,1
1599,Thriller,,4.3,34814,1
1600,Action,97,7.8,5644,0
1601,Thriller,175,4.8,13375,1
1602,Comedy,165,6.3,39853,0
1603,Comedy,117,7,,1
1604,Drama,160,6.2,19741,0
1605,Thriller,166,6.9,6313,1
1606,Action,167,9.5,14585,0
1607,Action,129,4.7,15705,1
1608,Romance,87,7.7,37737,1
1609,Action,120,6.2,20490,0
1610,Drama,85,4.7,9967,1
1611,Drama,148,4.9,4081,0
1612,Action,123,9.2,9593,1
1613,Action,143,8.8,5782,1
1614,Romance,108,9,5882,1
1615,Action,107,9.5,29899,1
1616,Romance,90,5.1,42005,0
1617,Romance,144,6,17084,1
1618,Action,98,,45880,0
1619,Comedy,88,6.7,22860,1
1620,Comedy,106,6.3,26093,1
1621,Romance,113,6,1624,1
1622,Action,123,7.3,49502,0
1623,Comedy,147,7.2,26220,1
1624,Action,179,4.9,178,1
1625,Action,161,6.6,35991,0
1626,Action,94,7,25573,1
1627,Thriller,130,7.1,39932,1
1628,Action,92,,45936,1
1629,Thriller,162,8.1,8517,1
1630,Romance,128,4.1,13462,1
1631,Comedy,149,6,1309,0
1632,Comedy,135,8.3,38021,1
1633,Comedy,155,,4998,0
1634,Comedy,130,5.4,18662,1
